日期,指数,收盘,开盘,最高,最低,成交量
2026-04-15,恒生科技,4911.79004,4961.5,4973.43,4905.58,1172114771
2026-04-16,恒生科技,5092.08008,4976.17,5095.76,4976.17,1374077555
2026-04-17,恒生科技,5042.68018,5055.58,5072.38,5000.84,1356338993
2026-04-20,恒生科技,5065.62988,5059.58,5103.03,5020.2,1326844036
2026-04-21,恒生科技,5061.5,5092.53,5092.53,5017.39,947680549
2026-04-22,恒生科技,4963.93994,5009.76,5009.76,4940.09,1025621743
2026-04-23,恒生科技,4865.52002,4962.08,4962.08,4846.09,1095500445
2026-04-24,恒生科技,4902.2002,4826.62,4911.68,4775.59,1418068989
2026-04-27,恒生科技,4939.83984,4929.58,4975.23,4900.52,1165377200
2026-04-28,恒生科技,4827.18994,4923.78,4934.76,4813.56,1345350292
2026-04-29,恒生科技,4910.02002,4878.97,4918.7,4851.53,1335938833
2026-04-30,恒生科技,4871.31982,4876.72,4897.39,4823.75,2066971666
2026-05-04,恒生科技,4976.7002,4948.43,5053.48,4948.43,891659835
2026-05-05,恒生科技,4929.68018,4949.12,4949.12,4859.44,612714477
2026-05-06,恒生科技,4969.2002,4971.69,5026.76,4924.43,1677061996
2026-05-07,恒生科技,5121.1001,5089.11,5137.85,5070.3,1972510485
2026-05-08,恒生科技,5102.79004,5079.77,5122.91,5047.17,1324397412
2026-05-11,恒生科技,5106.3999,5078.36,5119.33,5055.72,2812730616
2026-05-12,恒生科技,5070.60986,5129.54,5141.49,5059.58,1265664507
2026-05-13,恒生科技,5093.8501,5055.41,5122.26,5017.71,1323015782
2026-05-14,恒生科技,5076.2002,5258.56,5258.56,5074.02,2151921033
2026-05-15,恒生科技,4941.14014,5069.46,5069.46,4910.76,2031431951
2026-05-18,恒生科技,4844.93994,4897.71,4897.71,4804.87,1531273438
2026-05-19,恒生科技,4857.45996,4838.36,4880.53,4812.67,1270897873
2026-05-20,恒生科技,4873.81982,4840.61,4892.19,4819.85,1440705677
2026-05-21,恒生科技,4768.8999,4924.69,4936.31,4756.15,2129365526
2026-05-22,恒生科技,4869.56982,4843.95,4882.23,4797.92,1973698491
2026-05-26,恒生科技,4946.87988,4962.22,4986.84,4874.2,2906837035
2026-05-27,恒生科技,4907.56982,4979.63,5009.0,4888.21,2137706052
2026-05-28,恒生科技,4888.58008,4895.28,4910.26,4814.98,2559530436
2026-05-29,恒生科技,4884.22998,4939.91,4980.78,4867.56,3525252953
2026-06-01,恒生科技,4964.91992,4894.94,5015.94,4894.94,2389687427
2026-06-02,恒生科技,5199.27979,4995.83,5203.11,4995.83,2345017594
2026-06-03,恒生科技,5056.97022,5162.81,5162.81,5042.33,1989875920
2026-06-04,恒生科技,4975.35986,4994.94,5014.48,4962.91,1756262425
2026-06-05,恒生科技,4888.39014,4959.93,4969.03,4872.39,2093237509
2026-06-08,恒生科技,4755.91016,4769.69,4821.14,4709.44,2200651820
2026-06-09,恒生科技,4769.60986,4743.52,4828.79,4738.26,1497241342
2026-06-10,恒生科技,4724.79004,4751.5,4773.36,4660.87,2175143231
2026-06-11,恒生科技,4655.74023,4715.42,4734.19,4590.9,1919568648
2026-06-12,恒生科技,4705.2002,4713.29,4750.6,4677.13,2171619834
2026-06-15,恒生科技,4765.58008,4788.83,4794.67,4737.97,1373505080
2026-06-16,恒生科技,4658.6499,4765.49,4765.49,4639.81,1226202926
2026-06-17,恒生科技,4669.06982,4636.78,4681.19,4617.49,1534009041
2026-06-18,恒生科技,4604.3501,4628.07,4639.36,4567.28,2378182754
2026-06-22,恒生科技,4549.41016,4595.07,4595.07,4513.97,1846763081
2026-06-23,恒生科技,4399.22022,4551.45,4559.59,4380.76,1707954215
2026-06-24,恒生科技,4479.02002,4420.41,4543.67,4411.91,2027109768
2026-06-25,恒生科技,4405.91992,4497.27,4497.27,4353.16,1730062538
2026-06-26,恒生科技,4255.58984,4371.54,4371.54,4229.94,2663455249
2026-06-29,恒生科技,4393.00977,4323.56,4431.39,4320.85,3221997661
2026-06-30,恒生科技,4472.22998,4416.68,4495.05,4401.68,2716990486
2026-07-02,恒生科技,4454.27979,4528.24,4583.1,4434.25,2127293553
2026-07-03,恒生科技,4499.0,4487.98,4558.09,4480.58,1990741489
2026-07-06,恒生科技,4541.22998,4523.93,4565.98,4456.14,2098228660
2026-07-07,恒生科技,4507.04004,4524.42,4651.79,4486.91,2372269003
2026-07-08,恒生科技,4731.02002,4525.77,4774.2,4525.77,2727439380
2026-07-09,恒生科技,4731.56006,4744.97,4832.0,4678.8,2357671586
2026-07-10,恒生科技,4721.66016,4790.51,4862.22,4705.37,2067947521
2026-07-13,恒生科技,4676.43018,4719.68,4798.85,4651.99,1837406390
2026-07-14,恒生科技,4679.45996,4664.61,4706.84,4573.1,2118161295
2026-07-15,恒生科技,4740.49023,4716.18,4776.56,4665.98,1415826600
